,interest_level,latitude,longitude,bathrooms,bedrooms,price,num_photos,num_features,num_description_words,created_year,created_month,created_day
90672,medium,40.7612,-73.9978,1.0,0,2400,7,8,180,2016,4,19
90674,low,40.7586,-73.9939,1.0,1,2700,3,5,35,2016,4,28
90676,medium,40.7267,-73.9844,1.0,2,3500,5,6,84,2016,4,20
90684,medium,40.7466,-73.9788,1.0,0,2200,6,6,63,2016,4,21
90686,low,40.7411,-73.9823,1.0,3,4570,6,4,95,2016,4,21
90687,low,40.7357,-73.9864,1.0,0,2650,10,12,96,2016,4,26
90688,low,40.705,-74.0146,1.0,0,2584,4,9,70,2016,4,12
9069,medium,40.7708,-73.9531,2.0,1,2700,5,4,107,2016,6,3
90690,low,40.7611,-73.9989,2.0,2,5775,11,9,129,2016,4,13
90695,low,40.6853,-73.9777,1.0,0,2600,4,5,167,2016,4,22
90696,low,40.7889,-73.9755,1.0,1,3450,6,6,54,2016,4,30
90697,low,40.7473,-73.9736,1.0,1,2650,8,6,78,2016,4,17
90701,medium,40.7953,-73.9629,1.0,2,2900,3,0,25,2016,4,20
90707,medium,40.7142,-73.9381,1.0,1,1984,5,6,286,2016,4,24
90708,high,40.7538,-73.974,1.0,0,2500,5,5,49,2016,4,11
90709,low,40.7756,-73.9846,1.0,1,3050,5,9,117,2016,4,25
9071,high,40.7278,-73.9871,1.0,0,1540,3,1,32,2016,6,24
90712,medium,40.7937,-73.9761,2.0,2,4300,4,2,48,2016,4,19
90716,medium,40.7396,-73.9885,1.0,1,3295,5,5,71,2016,4,20
9072,low,40.7671,-73.9529,1.0,2,3400,8,7,52,2016,6,5
90724,low,40.7694,-73.9518,1.0,2,2900,4,3,91,2016,4,17
90729,low,40.7447,-73.9741,1.0,3,4595,0,3,33,2016,4,22
9073,low,40.7686,-73.9867,1.0,2,3750,1,3,27,2016,6,6
90731,low,40.711,-73.9677,1.0,1,4325,10,11,165,2016,4,14
90732,low,40.7681,-73.9539,1.0,1,2350,3,2,27,2016,4,26
90733,low,40.7796,-73.9528,1.0,1,3200,4,7,65,2016,4,7
90735,medium,40.6795,-73.9069,1.0,2,1995,10,1,32,2016,4,3
90739,high,40.7677,-73.9916,2.0,3,5000,6,9,51,2016,4,5
90740,low,40.7752,-73.9548,1.0,1,2150,5,1,39,2016,4,30
90742,medium,40.7255,-73.9843,1.0,3,4950,8,3,98,2016,4,23
90747,medium,40.6835,-73.9783,1.0,1,2200,15,2,35,2016,4,14
90748,low,40.7114,-74.0163,1.0,1,3785,8,3,21,2016,4,7
9075,low,40.7479,-73.9739,1.0,0,2350,5,4,111,2016,6,2
90753,low,40.7019,-73.9362,1.0,1,2295,3,4,141,2016,4,29
90755,low,40.6905,-73.9668,1.0,1,2750,4,5,106,2016,4,23
90756,low,40.7388,-74.0084,2.0,2,9000,3,7,25,2016,4,14
90757,low,40.7802,-73.9504,1.0,1,2300,4,3,78,2016,4,18
90760,low,40.7709,-73.9917,1.0,1,3280,4,7,59,2016,4,27
90762,low,40.7796,-73.9523,1.0,1,1950,0,1,41,2016,4,7
90768,low,40.7614,-73.9824,1.0,1,3500,0,8,1,2016,4,5
90769,low,40.6455,-74.0202,1.0,2,2000,2,1,30,2016,4,22
9077,low,40.8242,-73.9531,1.0,2,2350,9,9,142,2016,6,21
90770,low,40.8689,-73.9225,1.0,1,1850,5,1,33,2016,4,2
90776,low,40.7182,-74.0148,1.0,1,3923,5,9,82,2016,4,8
90778,low,40.7546,-73.9983,1.0,1,2800,5,5,65,2016,4,11
90781,low,40.7315,-73.9875,1.0,2,6500,6,0,48,2016,4,7
90785,medium,40.8556,-73.9175,1.0,2,2200,6,3,65,2016,4,9
90788,low,40.7462,-73.9757,1.0,1,3350,4,9,156,2016,4,2
90789,low,40.7586,-73.9838,1.0,0,2250,1,4,94,2016,4,21
90791,low,40.7635,-73.9848,1.0,1,3050,4,2,87,2016,4,23
90794,low,40.8612,-73.9287,1.0,2,1800,0,3,45,2016,4,7
90796,low,40.7545,-73.9984,1.0,2,2900,5,4,104,2016,4,21
90799,low,40.7661,-73.9608,3.0,3,10000,7,6,45,2016,4,27
90804,low,40.7559,-73.9658,1.0,0,1850,3,0,77,2016,4,20
90807,medium,40.7678,-73.9915,1.0,2,5000,15,16,128,2016,4,24
90808,low,40.7301,-73.9927,1.0,0,3050,4,9,78,2016,4,14
90810,medium,40.7294,-73.9867,2.0,3,5800,9,6,106,2016,4,21
90816,medium,40.7047,-74.0076,1.0,2,2865,6,10,148,2016,4,27
90822,low,40.7957,-73.9727,1.0,1,2745,4,8,362,2016,4,16
90823,low,40.7587,-73.9909,1.0,2,3100,5,1,80,2016,4,5
90824,low,40.6952,-73.9831,1.0,1,3000,8,13,169,2016,4,4
90825,low,40.786,-73.9703,4.5,4,24000,15,11,137,2016,4,16
90826,low,40.7387,-74.0085,3.0,2,14500,5,12,150,2016,4,26
90827,low,40.7612,-73.9978,1.5,3,4750,5,9,89,2016,4,12
90828,medium,40.7447,-73.9782,1.0,2,2895,4,7,91,2016,4,21
90829,low,40.7656,-73.9886,1.0,1,3600,7,14,174,2016,4,27
90830,low,40.7375,-73.9739,1.0,3,4400,8,7,91,2016,4,20
90831,low,40.7817,-73.9824,1.0,0,2075,5,1,1,2016,4,16
90834,low,40.7075,-74.0113,1.0,2,3258,5,10,58,2016,4,22
90836,low,40.7066,-74.0101,1.0,0,3535,19,5,74,2016,4,11
9084,low,40.7067,-74.0072,1.0,2,2600,5,8,203,2016,6,29
90843,high,40.7661,-73.9461,2.0,2,3350,9,15,114,2016,4,6
90846,low,40.7396,-74.0035,1.0,2,5475,5,3,64,2016,4,12
90848,low,40.8178,-73.9534,1.0,2,2000,0,3,105,2016,4,3
90851,low,40.7617,-73.9617,1.0,0,2095,7,2,54,2016,4,9
90854,low,40.7478,-74.0008,1.0,0,2495,4,1,147,2016,4,7
90855,medium,40.7578,-73.9839,1.0,3,3300,7,0,7,2016,4,20
90858,low,40.7277,-73.9833,0.0,2,3495,5,1,70,2016,4,19
9086,low,40.7416,-73.9216,1.0,2,2500,7,5,64,2016,6,6
90860,low,40.7062,-74.0099,1.0,2,3650,7,8,218,2016,4,20
90864,low,40.7788,-73.9474,2.0,3,4200,2,5,79,2016,4,29
90865,low,40.7675,-73.9536,3.0,2,6795,4,6,73,2016,4,3
90867,low,40.7721,-73.9861,3.0,3,12000,7,8,125,2016,4,29
90869,medium,40.7298,-73.9871,1.0,3,4850,6,5,69,2016,4,26
9087,medium,40.7065,-74.0077,1.0,0,2999,7,13,108,2016,6,16
90870,high,40.7062,-74.0158,1.0,0,2600,10,16,252,2016,4,28
90871,medium,40.7216,-73.9927,1.0,3,3550,8,6,96,2016,4,7
90872,medium,40.7334,-74.0047,1.0,1,4100,7,7,176,2016,4,29
90874,low,40.7585,-73.9913,2.0,2,4525,4,11,73,2016,4,29
90878,high,40.7647,-73.9606,1.0,1,1875,5,2,67,2016,4,16
90880,medium,40.7951,-73.9676,1.0,1,2963,4,7,185,2016,4,2
90881,high,40.7762,-73.976,1.0,0,2075,5,3,76,2016,4,7
90882,low,40.7756,-73.9829,1.0,1,2895,7,1,97,2016,4,27
90883,low,40.7166,-74.0143,1.0,0,3651,5,0,148,2016,4,6
90886,low,40.7448,-74.0054,1.0,1,3438,5,10,313,2016,4,18
90893,low,40.8013,-73.9606,1.0,1,2500,6,1,1,2016,4,6
90895,low,40.6729,-73.9822,1.0,3,3700,4,2,82,2016,4,26
90896,low,40.7642,-73.9939,1.0,1,2125,3,0,58,2016,4,2
90908,medium,40.7436,-73.9727,1.0,1,3298,13,8,164,2016,4,15
90909,low,40.7292,-74.0044,1.0,1,4850,3,4,62,2016,4,21
9091,low,40.7593,-73.9639,1.0,1,2600,0,6,72,2016,6,15
90910,medium,40.7269,-73.9787,1.0,2,2245,4,2,49,2016,4,6
90914,low,40.7826,-73.9469,1.0,2,2995,8,8,178,2016,4,8
90917,low,40.8234,-73.9457,1.0,3,2400,8,9,95,2016,4,15
90918,low,40.7516,-73.9717,1.0,1,3195,8,6,109,2016,4,6
90920,low,40.7447,-73.9741,1.0,3,4695,7,7,58,2016,4,19
90921,low,40.7356,-73.9846,1.0,0,2700,6,6,31,2016,4,18
90923,medium,40.7072,-74.0124,2.0,4,4870,4,10,88,2016,4,30
90924,high,40.7371,-74.0031,1.0,2,4050,8,11,152,2016,4,18
90926,low,40.7198,-73.9964,1.0,1,3200,0,1,1,2016,4,20
90927,medium,40.7796,-73.9528,1.0,1,3000,6,9,84,2016,4,16
90928,low,40.7348,-73.9865,1.0,1,4200,0,3,12,2016,4,12
90932,low,40.7449,-73.9441,2.0,2,3995,11,9,159,2016,4,27
90933,low,40.7436,-73.9919,1.0,1,4775,12,4,22,2016,4,17
90937,low,40.7601,-73.9901,1.0,1,2650,5,10,87,2016,4,13
90938,medium,40.7263,-73.9848,1.0,2,2625,8,1,22,2016,4,20
90940,low,40.7032,-73.9914,1.0,0,3282,10,5,111,2016,4,12
90942,low,40.7436,-73.9919,1.0,1,4550,12,5,75,2016,4,22
90943,low,40.7522,-73.9702,1.0,1,4985,2,6,132,2016,4,15
90948,low,40.7424,-73.9823,1.0,2,3100,7,0,140,2016,4,3
9095,low,40.7396,-73.9816,1.0,2,4100,6,11,121,2016,6,17
90951,low,40.7604,-73.987,1.0,1,2850,0,9,1,2016,4,14
90955,low,40.6512,-73.9273,1.0,1,2450,12,1,34,2016,4,29
90961,low,40.761,-73.999,1.0,2,4200,6,11,166,2016,4,6
90962,low,40.7586,-73.9838,1.0,0,2100,9,0,48,2016,4,2
90966,low,40.7258,-73.9798,1.0,2,3400,6,7,72,2016,4,27
90967,medium,40.7739,-73.9893,1.0,1,3000,4,11,97,2016,4,18
90969,medium,40.7462,-73.9774,1.0,1,2750,6,1,56,2016,4,7
90970,medium,40.7413,-73.9807,1.0,2,2790,2,2,40,2016,4,6
90971,high,40.7231,-74.0044,1.0,3,3941,3,4,102,2016,4,25
90972,medium,40.6255,-74.0303,1.0,3,2550,8,1,53,2016,4,14
90973,medium,40.7163,-74.0042,1.0,1,3000,4,10,52,2016,4,20
90976,high,40.8634,-73.899,1.0,0,1275,6,1,41,2016,4,6
90978,medium,40.7372,-73.9981,2.0,3,6400,4,6,59,2016,4,15
90980,low,40.695,-73.9713,2.0,2,3250,7,10,234,2016,4,5
90984,low,40.7777,-73.9462,1.0,1,2800,3,9,135,2016,4,22
90987,medium,40.716,-74.0036,2.0,2,6100,7,6,109,2016,4,15
90988,high,40.6616,-73.994,1.0,1,1700,10,3,86,2016,4,2
90994,low,40.7611,-73.9989,1.0,3,6300,6,11,161,2016,4,30
90996,medium,40.7737,-73.9067,2.0,3,3750,5,7,218,2016,4,14
90998,low,40.73,-73.9864,1.0,0,2800,3,7,95,2016,4,19
90999,medium,40.7813,-74.0094,1.0,0,1700,4,0,93,2016,4,23
910,medium,40.7586,-73.9938,1.0,2,3200,8,13,120,2016,6,1
91005,high,40.7327,-73.9931,1.0,1,4000,8,9,149,2016,4,12
91013,low,40.8141,-73.9455,1.0,0,1500,4,6,92,2016,4,13
91014,high,40.7874,-73.975,1.0,2,2500,6,6,64,2016,4,15
91015,low,40.7471,-74.0327,1.0,1,1875,4,0,66,2016,4,26
91017,medium,40.7405,-73.9996,1.0,2,3300,7,7,70,2016,4,21
9102,low,40.7786,-73.9478,1.0,0,2600,4,8,116,2016,6,21
91022,low,40.7299,-73.9826,1.0,2,3100,5,0,9,2016,4,22
91024,low,40.7902,-73.9678,2.0,2,4695,5,3,4,2016,4,21
91027,medium,40.8177,-73.9409,1.0,1,1695,6,1,20,2016,4,21
91028,low,40.7471,-73.9867,1.0,1,4500,0,6,1,2016,4,7
91030,low,40.7957,-73.9727,2.0,2,7995,3,5,106,2016,4,3
91034,low,40.711,-74.0051,1.0,1,3600,7,1,26,2016,4,16
91036,medium,40.8031,-73.9653,2.0,4,5000,8,2,156,2016,4,7
91037,low,40.7439,-73.9979,1.0,0,2450,4,3,61,2016,4,20
91038,low,40.6886,-73.9702,1.0,1,3388,7,0,46,2016,4,6
91041,medium,40.7709,-73.9917,1.0,1,3399,6,11,93,2016,4,8
91044,low,40.7783,-73.9755,1.0,1,3500,5,2,138,2016,4,30
91049,low,40.7826,-73.9478,1.0,0,1895,6,3,37,2016,4,14
91051,medium,40.7192,-73.9828,1.0,3,4308,8,6,69,2016,4,15
91055,high,40.7336,-74.004,1.0,2,3570,5,2,90,2016,4,20
91056,low,40.726,-73.9942,1.0,1,4500,7,2,112,2016,4,14
9106,low,40.7365,-74.0049,1.0,3,5400,6,1,64,2016,6,25
91060,low,40.6877,-73.945,1.0,2,2795,8,3,79,2016,4,13
91061,low,40.7694,-73.9603,1.0,1,3450,8,8,59,2016,4,25
91064,low,40.7556,-73.9922,2.0,2,4578,4,3,83,2016,4,9
91067,low,40.7267,-73.9773,1.5,3,4800,5,3,53,2016,4,29
91068,low,40.7583,-73.9642,1.0,1,3495,5,10,89,2016,4,5
91076,low,40.791,-73.9716,1.0,1,2950,4,1,13,2016,4,13
91077,low,40.7114,-74.0078,1.0,0,2395,5,8,86,2016,4,17
91080,low,40.7064,-74.0155,2.0,1,5000,4,4,61,2016,4,15
91082,low,40.7742,-73.9554,1.0,1,2195,3,0,66,2016,4,12
91084,low,40.7109,-74.0056,3.0,3,15000,10,9,131,2016,4,21
91091,high,40.5758,-73.9547,1.0,0,1550,1,6,31,2016,4,10
91092,low,40.7584,-73.9653,3.5,4,7500,7,12,118,2016,4,13
91097,high,40.6334,-74.0852,1.0,2,1750,6,6,109,2016,4,4
91101,low,40.7179,-74.0148,1.5,1,5500,6,8,158,2016,4,27
91108,low,40.8175,-73.9408,1.0,0,1695,5,4,108,2016,4,20
91110,low,40.7169,-74.0149,2.0,2,7520,0,7,1,2016,4,26
91113,low,40.7223,-73.9966,1.0,2,4250,5,4,141,2016,4,6
91117,medium,40.7515,-73.9401,1.0,1,2550,8,7,146,2016,4,4
91119,low,40.8387,-73.9423,1.0,1,1695,4,3,81,2016,4,15
91120,medium,40.7778,-73.9832,1.0,0,2100,7,1,98,2016,4,30
91122,low,40.7413,-73.9779,1.0,1,3200,4,3,96,2016,4,28
91123,low,40.7356,-73.9789,2.0,2,4885,8,5,15,2016,4,18
91126,low,40.8266,-73.9493,1.0,2,2100,5,10,110,2016,4,14
91128,low,40.7631,-73.9904,1.0,0,2000,3,1,58,2016,4,22
9113,low,40.8039,-73.9573,1.0,2,3000,5,5,38,2016,6,27
91131,low,40.7396,-73.9815,1.0,2,3795,3,8,96,2016,4,15
91132,low,40.7212,-73.9884,1.0,1,2450,5,1,119,2016,4,5
91133,low,40.745,-73.9863,2.0,2,8995,7,16,46,2016,4,21
91135,medium,40.8198,-73.9578,1.0,0,1650,4,3,134,2016,4,19
91138,low,40.745,-73.9819,1.0,1,2700,4,3,142,2016,4,30
91140,low,40.8303,-73.9435,1.0,1,1500,7,6,181,2016,4,2
91143,low,40.7431,-73.9792,1.0,1,3200,5,5,64,2016,4,13
91144,medium,40.7067,-74.0072,1.0,1,2350,4,9,150,2016,4,16
91145,low,40.7593,-73.9962,1.0,2,3100,6,11,98,2016,4,23
91148,medium,40.708,-74.0149,1.0,0,2977,5,8,104,2016,4,2
9115,low,40.6668,-73.9615,1.0,2,3350,5,4,2,2016,6,15
91151,low,40.8068,-73.9532,1.0,2,2595,5,3,171,2016,4,8
91152,low,40.7434,-73.9846,1.0,1,6700,9,9,130,2016,4,20
91154,low,40.7865,-73.9731,1.0,1,3495,3,3,92,2016,4,5
91155,low,40.7943,-73.9675,1.0,2,3000,2,10,122,2016,4,2
91156,low,40.7803,-73.9541,1.0,2,2800,3,3,57,2016,4,10
91159,low,40.7032,-73.9914,1.0,1,3529,9,10,140,2016,4,8
91160,low,40.7645,-73.984,1.0,0,2765,6,14,174,2016,4,12
91162,high,40.8832,-73.909,1.0,3,1950,10,7,107,2016,4,6
91163,medium,40.6898,-73.9797,1.0,0,2441,8,9,201,2016,4,5
91165,low,40.6529,-73.9567,1.0,2,2400,11,0,39,2016,4,11
91166,low,40.8854,-73.9145,1.0,1,2795,2,4,34,2016,4,5
91169,high,40.7319,-73.9832,2.0,4,4850,13,11,149,2016,4,8
91170,low,40.8689,-73.9225,1.0,2,2150,6,1,51,2016,4,13
91175,low,40.7399,-74.0036,1.0,0,2550,5,5,80,2016,4,12
91177,low,40.7522,-73.9702,1.0,0,2680,4,9,51,2016,4,17
91179,low,40.7395,-73.9814,1.0,2,3795,4,6,58,2016,4,2
91182,low,40.7323,-74.0023,1.0,1,2690,4,1,26,2016,4,17
91184,low,40.7633,-73.9775,1.0,0,2250,3,1,60,2016,4,20
91186,low,40.7328,-74.0089,1.0,0,2700,4,3,48,2016,4,11
9119,low,40.7909,-73.9773,1.0,1,2625,10,1,94,2016,6,1
91191,medium,40.8175,-73.9408,1.0,1,1995,5,2,112,2016,4,21
91194,low,40.7761,-73.9512,1.0,0,1850,1,0,15,2016,4,12
91195,low,40.753,-73.9695,2.5,5,7990,7,5,99,2016,4,6
91197,medium,40.7791,-73.9451,1.0,0,1895,3,3,32,2016,4,12
91201,low,40.7674,-73.9837,1.0,1,2900,4,6,114,2016,4,9
91202,low,40.8198,-73.9578,1.0,2,2750,9,5,175,2016,4,24
91204,low,40.7485,-73.98,1.0,1,4495,0,1,9,2016,4,20
91206,low,40.7832,-73.9809,1.0,2,3275,5,4,60,2016,4,22
91207,low,40.7775,-73.9473,1.0,0,2025,1,3,41,2016,4,8
91208,low,40.7271,-73.9801,1.0,1,2795,0,3,5,2016,4,20
91209,medium,40.7269,-73.8527,1.0,2,2300,19,2,43,2016,4,19
91212,low,40.8006,-73.9517,1.0,2,2350,5,6,94,2016,4,16
91215,low,40.7838,-73.9535,2.0,2,7375,8,12,162,2016,4,26
91216,low,40.728,-73.9832,1.0,1,2600,3,3,73,2016,4,11
91219,medium,40.7228,-73.9831,2.0,4,7495,7,8,237,2016,4,24
91224,low,40.7787,-73.9453,1.0,1,3550,5,4,62,2016,4,12
91227,low,40.7311,-74.0045,1.0,2,3600,7,2,38,2016,4,19
91230,low,40.6953,-73.929,1.0,2,2300,6,6,179,2016,4,22
91235,high,40.7516,-73.969,2.0,4,5000,4,10,105,2016,4,14
91238,low,40.7489,-73.9765,1.0,2,3500,4,8,132,2016,4,13
91242,low,40.8021,-73.9654,1.0,2,2895,4,1,4,2016,4,23
91245,medium,40.7617,-73.9805,2.0,1,5500,7,7,368,2016,4,11
91246,medium,40.6759,-73.9146,1.0,2,1750,7,3,83,2016,4,30
91249,low,40.764,-73.98,1.0,1,3600,5,4,4,2016,4,14
9125,low,40.742,-73.9918,2.5,2,15900,1,19,286,2016,6,14
91251,medium,40.7719,-73.9565,1.0,1,3300,1,4,385,2016,4,16
91258,low,40.8007,-73.9611,1.0,3,2700,6,3,51,2016,4,5
91263,medium,40.7482,-73.9749,2.0,4,6373,6,12,144,2016,4,20
91265,high,40.6815,-73.931,1.0,1,1800,7,0,134,2016,4,29
91266,low,40.7473,-73.9736,1.0,1,2550,4,6,53,2016,4,6
91267,low,40.7035,-73.9897,1.0,1,3850,6,4,9,2016,4,23
91268,low,40.8024,-73.9651,1.0,3,3700,3,5,100,2016,4,14
9127,medium,40.7448,-74.0017,1.0,1,4000,7,6,163,2016,6,11
91270,medium,40.7943,-73.9675,1.0,1,2900,4,8,131,2016,4,13
91272,low,40.7326,-73.9965,1.0,0,2495,5,1,34,2016,4,2
91273,low,40.7746,-73.9554,1.0,0,2095,5,3,81,2016,4,5
91276,low,40.7645,-73.984,1.0,1,3500,5,5,153,2016,4,13
9128,low,40.764,-73.9819,1.0,1,3100,4,0,94,2016,6,25
91280,low,40.7815,-73.9791,2.0,2,4400,8,7,271,2016,4,19
91285,medium,40.7892,-73.9705,2.0,2,4625,5,2,153,2016,4,8
91287,low,40.8274,-73.9514,1.0,2,2795,8,1,74,2016,4,21
91290,high,40.5784,-73.9565,1.0,1,1500,2,4,52,2016,4,15
91292,low,40.7327,-73.984,2.0,3,9000,6,8,104,2016,4,14
91295,high,40.7787,-73.9554,1.0,0,2000,6,4,57,2016,4,15
91296,low,40.7675,-73.9901,1.0,2,3095,8,12,95,2016,4,14
9130,medium,40.735,-73.9812,1.0,1,2790,9,3,11,2016,6,28
91300,medium,40.7717,-73.9518,1.0,0,2439,4,5,60,2016,4,26
91304,medium,40.7182,-74.0148,2.0,4,4550,6,13,154,2016,4,21
91306,low,40.7062,-74.0099,2.0,4,5490,8,14,53,2016,4,8
91308,low,40.7796,-73.9523,1.0,1,2000,3,0,51,2016,4,3
91309,low,40.8013,-73.9661,1.0,1,2775,3,0,43,2016,4,19
91311,low,40.7436,-73.9725,2.0,4,6500,5,17,118,2016,4,10
91314,high,40.749,-73.9991,1.0,2,4200,8,11,111,2016,4,15
91315,low,40.7601,-73.99,1.0,0,2095,4,2,12,2016,4,19
91322,low,40.7453,-73.9764,2.0,3,6000,4,13,92,2016,4,21
91323,low,40.7081,-74.0065,1.0,2,3400,6,9,61,2016,4,14
91326,medium,40.7054,-74.0095,1.0,3,3435,7,10,278,2016,4,9
91327,high,40.7673,-73.9864,1.0,0,1895,7,8,155,2016,4,17
9133,low,40.7334,-73.992,1.0,0,2850,2,6,83,2016,6,29
91337,low,40.7924,-73.9741,2.5,4,8300,12,8,181,2016,4,9
91339,low,40.6679,-73.9911,1.0,3,3350,9,7,240,2016,4,11
9134,medium,40.7306,-73.995,1.0,0,2550,3,4,22,2016,6,21
91341,medium,40.7441,-73.9964,2.0,2,5000,4,8,142,2016,4,6
91347,low,40.7535,-73.9742,1.0,0,2600,3,3,46,2016,4,23
91349,low,40.7466,-73.9779,1.0,0,2600,4,4,102,2016,4,21
9135,high,40.7176,-73.9531,1.0,1,3192,10,12,246,2016,6,2
91351,medium,40.6682,-73.9801,1.0,0,1995,3,3,39,2016,4,6
91353,high,40.7521,-73.8806,1.0,0,1500,8,4,122,2016,4,11
91356,high,40.8205,-73.9131,1.0,1,980,0,3,108,2016,4,22
9136,low,40.7587,-73.9838,1.0,0,2200,2,4,102,2016,6,15
91366,low,40.691,-73.9227,1.0,3,3200,7,3,94,2016,4,21
91371,medium,40.7376,-73.976,1.0,2,2999,4,13,207,2016,4,18
91377,low,40.7783,-73.947,1.0,1,2600,6,8,200,2016,4,8
91378,medium,40.708,-74.0149,1.0,0,2449,7,9,89,2016,4,8
91380,low,40.7927,-73.9758,1.0,0,2300,3,4,27,2016,4,14
91384,low,40.7248,-73.9807,1.0,1,2895,7,10,80,2016,4,26
91389,low,40.7826,-73.9469,2.0,3,3990,5,11,76,2016,4,15
91390,low,40.7761,-73.9512,1.0,2,2775,5,0,90,2016,4,9
91393,medium,40.7613,-73.9623,1.0,2,3049,7,2,108,2016,4,22
91394,low,40.7762,-73.9592,2.0,2,8000,4,11,68,2016,4,12
91395,low,40.7104,-73.9486,1.0,2,2856,10,7,63,2016,4,13
91396,low,40.7708,-73.9516,1.0,1,1950,3,1,66,2016,4,28
91398,medium,40.6773,-73.9995,3.0,4,8000,12,4,445,2016,4,27
91399,low,40.7416,-74.0025,2.0,2,4695,5,3,123,2016,4,30
914,low,40.7383,-74.0006,1.0,0,2525,4,7,34,2016,6,23
91401,low,40.7488,-73.9868,1.0,0,3225,5,3,140,2016,4,9
91402,medium,40.7645,-73.984,1.0,2,3200,8,11,170,2016,4,8
91403,medium,40.7645,-73.984,1.0,1,2500,1,7,78,2016,4,22
91405,low,40.5765,-73.955,1.0,1,1850,9,9,111,2016,4,26
91406,low,40.6887,-73.9851,2.0,2,4200,0,6,28,2016,4,22
91408,low,40.7074,-74.0122,1.0,1,2980,4,6,192,2016,4,5
91409,low,40.7312,-73.8538,1.0,0,1625,12,7,79,2016,4,19
9141,medium,40.7389,-73.9929,2.0,3,5250,9,8,92,2016,6,21
91412,low,40.789,-73.9756,2.5,3,9250,8,11,140,2016,4,3
91413,low,40.7771,-73.9445,1.0,0,1875,7,4,45,2016,4,10
91414,low,40.7753,-73.954,1.0,1,2850,10,4,1,2016,4,21
91417,medium,40.7491,-73.9789,1.0,2,3100,3,5,141,2016,4,2
91419,medium,40.755,-73.9636,1.0,2,3200,4,8,121,2016,4,24
9142,low,40.7783,-73.9837,1.0,1,3635,5,2,235,2016,6,16
91420,low,40.7111,-73.9515,1.0,0,1800,7,1,110,2016,4,29
91421,low,40.6969,-73.983,2.0,3,3700,6,15,116,2016,4,20
91427,high,40.6389,-74.0042,1.0,1,1500,15,0,9,2016,4,24
91429,low,40.7514,-73.8806,1.0,2,2000,10,1,71,2016,4,11
91430,low,40.7437,-73.9585,2.0,2,4459,0,4,9,2016,4,30
91431,low,40.7252,-73.9947,1.0,1,2900,4,8,69,2016,4,15
91439,low,40.7709,-73.9917,1.0,1,3184,7,11,150,2016,4,6
91441,low,40.7223,-73.9954,1.0,1,3490,5,3,65,2016,4,4
91444,medium,40.679,-73.9857,1.0,2,3000,9,3,72,2016,4,20
91447,medium,40.7637,-73.9938,2.0,2,3795,5,7,127,2016,4,28
91449,low,40.7285,-74.0,1.0,2,4700,6,5,116,2016,4,29
9145,medium,40.7427,-73.9957,1.0,2,4720,6,11,88,2016,6,4
91450,low,40.7234,-73.9945,1.0,1,3695,5,5,250,2016,4,27
91452,medium,40.7429,-74.0028,2.0,4,8000,5,4,69,2016,4,14
91453,low,40.7703,-73.9635,1.0,0,2500,3,2,81,2016,4,26
91456,high,40.7544,-73.9721,1.0,3,3800,5,7,106,2016,4,21
91458,medium,40.6475,-74.0087,1.0,3,2200,4,2,45,2016,4,23
91465,low,40.7976,-73.968,1.0,1,3200,4,4,65,2016,4,14
91466,low,40.7818,-73.9526,1.0,1,2699,5,2,74,2016,4,5
91467,medium,40.7468,-73.9818,1.0,0,2250,4,9,91,2016,4,8
9147,low,40.7244,-73.9942,2.0,3,6450,8,0,104,2016,6,9
91470,low,40.7394,-73.9811,2.0,2,3595,4,6,6,2016,4,14
91471,low,40.7779,-73.9515,1.0,1,3172,5,7,100,2016,4,17
91474,low,40.7448,-74.0054,2.0,3,5300,5,13,93,2016,4,27
91476,low,40.7479,-73.9739,1.0,1,3400,2,3,61,2016,4,14
91485,low,40.6941,-73.8621,1.0,1,1700,9,6,50,2016,4,6
91486,low,40.7319,-73.9817,1.0,2,3100,5,8,163,2016,4,6
91487,low,40.7829,-73.977,3.0,1,4600,12,10,146,2016,4,12
91488,low,40.7455,-73.9762,1.0,2,3800,0,5,1,2016,4,30
9149,low,40.7182,-74.0148,1.0,2,3600,6,8,103,2016,6,7
91491,low,40.7976,-73.968,1.0,1,3550,5,10,120,2016,4,6
91492,low,40.7301,-73.9825,1.0,2,3595,7,7,200,2016,4,16
91496,medium,40.7514,-73.9866,1.0,2,3295,6,5,55,2016,4,10
91497,low,40.8362,-73.9459,1.5,3,3300,0,3,9,2016,4,6
91498,medium,40.7864,-73.9421,1.0,1,2075,8,4,194,2016,4,24
91499,low,40.7693,-73.9529,1.0,2,2650,5,0,21,2016,4,3
91500,medium,40.8416,-73.9132,1.0,1,1350,5,1,59,2016,4,28
91502,medium,40.7189,-73.991,1.0,2,3500,4,5,107,2016,4,26
91507,low,40.7406,-74.0038,1.0,0,2650,3,2,154,2016,4,19
91508,high,40.6968,-73.9829,1.0,2,2751,10,9,148,2016,4,10
91509,low,40.7324,-74.0081,2.0,0,5450,8,3,81,2016,4,12
91510,low,40.7329,-73.9751,1.0,1,3315,32,2,9,2016,4,22
91512,medium,40.6986,-73.9941,1.0,0,2250,4,1,131,2016,4,30
91516,low,40.7621,-73.9495,1.0,1,2450,4,8,85,2016,4,16
91521,low,40.7461,-73.9947,1.0,1,4095,5,5,85,2016,4,12
91522,medium,40.7469,-73.9802,2.0,3,5500,4,4,57,2016,4,30
